student_id,risk_score,issue,recommended_action
STU2014,48.1,Fee due for 55+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2014,48.1,"Weak academic performance (marks: 49.5, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2014,48.1,Low assignment submission (36%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU2014,48.1,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2673,48.0,Fee due for 40+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2673,48.0,"Weak academic performance (marks: 74.8, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2673,48.0,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2540,47.9,Fee due for 52+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2540,47.9,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1180,47.9,Fee due for 53+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1029,47.9,Fee due for 38+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1029,47.9,"Weak academic performance (marks: 51.2, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1029,47.9,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2406,47.9,Low attendance (56.7%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2406,47.9,"Weak academic performance (marks: 72.3, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1263,47.9,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU2982,47.9,"Weak academic performance (marks: 100.0, backlogs: 5)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2982,47.9,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2108,47.9,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1531,47.9,Low attendance (53.1%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2197,47.8,"Weak academic performance (marks: 26.1, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2287,47.8,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2287,47.8,"Weak academic performance (marks: 56.2, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2287,47.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2786,47.7,"Weak academic performance (marks: 65.7, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2271,47.6,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1514,47.5,"Weak academic performance (marks: 57.7, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2113,47.5,Fee due for 58+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2113,47.5,"Weak academic performance (marks: 38.2, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2193,47.4,Fee due for 43+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2193,47.4,"Weak academic performance (marks: 48.9, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2193,47.4,Low assignment submission (34%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU2467,47.4,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1172,47.3,Fee due for 55+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1722,47.3,Low attendance (57.8%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1722,47.3,Fee due for 46+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1722,47.3,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1101,47.2,"Weak academic performance (marks: 43.8, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2169,47.2,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2169,47.2,"Weak academic performance (marks: 52.5, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1384,47.2,Fee due for 44+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1124,47.2,Fee due for 49+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2781,47.1,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2557,47.1,Fee due for 54+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2557,47.1,"Weak academic performance (marks: 62.2, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2951,47.1,Fee due for 56+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2951,47.1,"Weak academic performance (marks: 45.0, backlogs: 4)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2907,47.0,"Weak academic performance (marks: 34.7, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1778,47.0,Fee due for 41+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1753,47.0,Fee due for 49+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1753,47.0,"Weak academic performance (marks: 57.3, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2152,46.9,"Weak academic performance (marks: 7.7, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1230,46.9,"Weak academic performance (marks: 47.7, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1659,46.9,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU2504,46.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
